label,text
Politics,"Armenian FM Also Hints At More Concessions To Azerbaijan   European Commission welcomed Armenias aspiration to join EU   With the Hamburg Minister of Finance Andreas Dressel issues regarding the perspectives of the development and deepening of the ArmenianGerman political relations were addressed   Armenia looks into prospects of further deepening ArmeniaEU partnership  FM   Pashinyan Buoyed By EU Parliament Resolution   Four Arrested Over Bomb Attacks On Armenias Ruling Party   Vahan Kostanyan highlighted the importance of legal expert and technical support of the Economic Commission for Europe   Hrachya Poladyan and Rami ElNazer discussed details related to the provision and transfer of humanitarian aid by Armenia to the population of Gaza   The Administrations Budget Calls for  Million to Armenia and Almost  Million for Azerbaijan   It is part of the CoE response to the crisis connected with the refugees in Armenia,"
Politics,"We see public administration reforms as a stimulus for the development of a new political and civil culture Arayik Harutyunyan   EESC Delegation Hosted in NA Standing Committee on European Integration   Russia alarmed by Armenian leaderships insulting rhetoric towards CSTO  MFA   Pashinyan In War Of Words With Former Defense Minister   Members of the European Parliament call to consider the possibility of granting Armenia the status of a candidate for EU membership   Armenia believes that peace and security are important prerequisites for sustainable development Vahan Kostanyan   Ideas were exchanged on the process of normalization of ArmeniaTurkey relations   Rubinyan and Maragos appreciated the steps being taken for the implementation of the RAEU Comprehensive and Enhanced Partnership Agreement   Mirzoyan reaffirmed Armenias consistent approach to implementing the process based on wellknown principles sovereignty jurisdiction reciprocity and equality   Opportunities of strengthening ArmenianGerman ties and forming legislative favourable field discussed,"
Politics,"There have never been villages with such names in the territory of Armenia Pashinyan   Tigran Balayan and Liesbeth Homans discuss perspectives of cooperation   Deadline Set For Russian Border Guards To Leave Yerevan Airport   The Civilian Mission contributed to the reduction of incidents The relevant EU institutions the member states are more informed about the situation   Kremlin says notified by Yerevan of move to remove Russian border troops from its airport   Seyran Ohanyan presented to the Ambassador the chronology of the NagornoKarabakh conflict   Armenian PM Repeats CSTO Exit Threat   Members of RA NA ArmeniaGermany Friendship Group Visit Hamburg City Hall   Delegation RA NA ArmeniaGermany Friendship Group meets with First Vice President of the Hamburg Parliament   Baku Insists On Armenian Withdrawal From Four Border Villages,"
Politics,"Tigran Khachatryan and Mehdi Sobhani discussed a wide range of issues related to the agenda of ArmenianIranian cooperation   Heritage convenes RepublicWide Council   A deepening crisis   When we try to make a reference in the draft of the peace treaty to the AlmaAta Declaration we see reluctance from our Azerbaijani counterparts Ararat Mirzoyan   Will Iran try to fill the security gap resulting from the current state of ArmenianRussian relations   The parties emphasized the necessity to respect the sovereignty jurisdiction equality reciprocity and inviolability of internationally recognized borders   Irans Role in Armenias Foreign Policy Diversification   Minister of Foreign Affairsof Estonia to Alen Simonyan We are ready to support Armenia in establishing peace and security in region   We can talk about strong women endlesslyAlen Simonyans congratulatory message on International Womens Day   On the way to establishing peace three main principles are important recognition of mutual territorial integrity delimitation and demarcation in accordance with the AlmaAta Declaration Alen Simonyan,"
Politics,"Lise Bech Denmark and Armenia are small countries and we understand the importance of having allies   Mirzoyan The Armenian side informed the Russian side that we no longer feel the need for Russias support and participation in the border guard service at the Zvartnots airport   Constantinos Kombos I believe our relations are extremely important for historical reasons but there are also enough prospects to improve them further   Mher Grigoryan and Shahin Mustafayev have agreed to complete the aligning of the draft Regulation on joint activity of the Commissions   Nikol Pashinyan and Lise Bech discussed issues related to ArmeniaEU cooperation processes taking place in the South Caucasus   The full realization of the existing potential of cooperation in the trilateral format ArmeniaGreeceCyprus has become important   Ararat Mirzoyan and Constantinos Kombos signed a Memorandum of understanding on cooperation   Sargis Khandanyan valued the cooperation with Sweden   Geopolitics are not an end unto themselves and must  especially for Europe be based universally on democratic values Raffi Hovannisian addresses EPP Congress   Russian Border Guards Told To Leave Yerevan Airport,"
Politics,"Ahmed Mohamed Ahmed ElTayeb expressed willingness to organize an exhibition of Arabic manuscripts kept in Matenadaran   Russia and Armenia should live in peace and harmonyMaria Zakharova   Nikol Pashinyan and Mostafa Madbouly discuss issues related to ArmeniaEgypt trade and economic cooperation   Our goal is to make Armenia a country with a hightech economy the Prime Minister meets with Egyptian businessmen   In the reports based on the studies held by the international structures it is noted that the media sector is very polarized in ArmeniaHasmik Hakobyan   Tawadros II emphasized the close ties and cooperation between the Coptic Orthodox Church and the Armenian Apostolic Church   Ahmed Aboul Gheit mentioned the centuriesold close ties between the Armenian and Arab peoples   At the initiative of the Russian side a telephone conversation took place between Ararat Mirzoyan and Sergey Lavrov   President of Egypt We express our full support to the dialogue and negotiation process that will establish a comprehensive just peace   Nikol Pashinyan meets with Abdel Fattah elSisi Documents were signed between Armenia and Egypt,"
Politics,"By Pleasing Foes Armenia Is Diving Headfirst into the Abyss   The diplomatic service of the Republic of Armenia is fighting persistently for the sovereignty territorial integrityArarat Mirzoyan   Prime Minister Pashinyan arrives in Egypt on an official visit   The Foreign Minister of Armenia and the Minister for National Defence of Greece discussed issues of deepening the ArmeniaEU partnership   Armenia MP Gevorg Papoyans parliamentary powers terminated   On behalf of Serzh Sargsyan a tribute was paid in memory and a wreath was laid at the tomb of the Hero of Artsakh Vazgen Sargsyan   We see ourselves as a country that will assist Armenia as much as we can Nikolaos Dendias   Nikol Pashinyan and Antonella Bassani emphasized the importance of unblocking the regional infrastructures in accordance with the principles of sovereignty jurisdiction equality   The Ministers touched upon the issues aimed at expanding the agenda of the bilateral cooperation and the political dialogue   Ararat Mirzoyan and Helga Schmid discussed issues of cooperation between Armenia and the OSCE,"
Politics,"New Armenia Old Armenia   We suggest unlocking all the transit routes and all the transport infrastructure in the regionArarat Mirzoyan   Russia may revise relations with Armenia because of Yerevans position  Lavrov   Why Does Azerbaijan Force Armenia to Negotiate without Any Mediators   Yerevan now building relations with enemies of its friendsLavrov   Armenia has never agreed to provide extraterritorial corridor to Azerbaijan Ruben Rubinyan   Greek Defense Minister to visit Armenia next week   Yerevan Again Rejects Azeri Demands On Armenian Constitution   Alen Simonyan and members of Civil Contract Faction pay tribute to memory of March  victims   Ararat Mirzoyan had a meeting with Hakan Fidan,"
Politics,"Nikol Pashinyan honors the memory of the victims of March   events   Vassilis Maragos  million from the assistance package of the planned  billion euros for Armenia by the EU economic and investment project had already been distributed   I dont know what new problems Russia could create Attack us Impose sanctions on us What else could they doAlen Simonyan   Yerevan Again Protests Against Russian TV Coverage   Garegin Baghramyan elected Chairman of RA Public Services Regulatory Commission   AmbassadoratLarge Edmon Marukyan resigns   We thank you for the effective work and the democratic environment that we see in Armenia today Eva Busza   Senator Jack Reed reiterates support to Armenia   Deputies of RA NA Civil Contract Faction pay tribute to memory of Sumgait victims   The endangered Republic of Armenia This was Nikol Pashinyans promised futureTaguhi Tovmasyan,"
Politics,"The Ministers and their delegations discussed perspectives on the provisions of the draft bilateral Agreement on Establishment of Peace and Interstate Relations between Armenia and Azerbaijan   Pashinyan Wont Rule Out Armenias Exit From CSTO   EU presents plans on stronger cooperation with Armenia support to economy and security and visa liberalisation   Ararat Mirzoyan and Annalena Baerbock touched upon the normalization process of ArmeniaAzerbaijan relations   Sona Ghazaryan The circumstance that Azerbaijan has become a record holder of the organization in not executing the judgments of the ECHR is concerning for the Armenian side   The trilateral meeting between Ararat Mirzoyan Jeyhun Bayramov and Annalena Baerbock commenced   Ambassador Kvien and USAIDArmenia Deputy Mission Director Rebecca White met with women Members of the Parliament   The meeting between the delegations led by Ararat Mirzoyan and Jeyhun Bayramov commenced   Nikol Pashinyan and Kyriakos Mitsotakis discuss issues related to the consistent development of ArmeniaGreece cooperation and regional processes   Armenian Speaker Blasts Russian Military Presence,"
Politics,"Konstantinos Tassoulas awarded the Prime Minister of Armenia with the Golden Medal of the Hellenic Parliament   The security environment in the South Caucasus remains volatile as Azerbaijan hasnt denounced its aggressive policy against the Republic of Armenia Ararat Mirzoyan   Greece unequivocally condemns the use of force and supports the negotiation process between Armenia and AzerbaijanGreek President   The whole territory of the Republic of Armenia is presented as socalled Western Azerbaijan which was invented with a pure intention to keep tension in the region Ararat Mirzoyan   Azerbaijan continues policy aimed at erasing Armenian trace in territories under its control  MFA   The EU Delegation expresses its deep condolences to all those who lost relatives and friends  years ago in Sumgait   Today we join with Armenians mourning all who were killed in Sumgait in  US Embassy   Artsvik Minasyan touched upon the war operations committed by Azerbaijan against the people of Nagorno Karabakh   Civil Contract Faction meets with Prime Minister Nikol Pashinyan   Aliyev Insists On Azeri Terms Of Peace With Armenia,"
Politics,"Armenia Azerbaijan foreign ministers to meet in Berlin   Edmon Marukyan has shared the original interview of the first president of Azerbaijan Ayaz Mutalibov published in Nezavisimaya Gazeta in    Lilit Minasyan We can prevent autocracy aggression or war by addressing and voicing the threat to democratic values   Democracy and security   Sargis Khandanyan emphasizes the importance of the principles for the settlement of the relations between Armenia and Azerbaijan   Can Countries Survive without a Protector   Our relations are special We will support Armenia on the way to peace Nathalie Loiseau   Pashinyan Again Warns Of Azeri Attack On Armenia   Pashinyan invited Kobakhidze to pay an official visit to Armenia The Prime Minister of Georgia accepted the invitation   Russian TV channels for  years have been carrying out systematic and consistent purposeful antipropaganda against the Armenian government the elected authorities and me personally Nikol Pashinyans interview with France  TV,"
Politics,"Taking into account the threats that hang over Armenias head we are forced to move forward fasterFrench Minister for the Armed Forces   Putin did not talk with Pashinyan about Armenias CSTO membershipKremlin   Armenias Membership In RussianLed Defense Bloc FrozenNikol Pashinyan   The military cooperations of the Republic of Armenia have one goalto increase the level of resistance and ensure the integrity of our sovereign territoriesEdmon Marukyan   Arman Yeghoyan highlighted the role of Lithuania in deploying the EU Civilian Observation Mission on the border of Armenia   We hope that new French companies will also come to Armenia Nikol Pashinyan   Anne Hidalgo Paris is ready to consistently develop and strengthen cooperation with Yerevan   Nikol Pashinyan invited Gabriel Attal to Armenia on an official visit   Manouchians final permanent choice was freedomEmmanuel Macron   We will continue to offer Armenia and Azerbaijan assistance and the support of the United States in reaching agreement Matthew Miller,"
Politics,"Grard Larcher reaffirmed the full support of the Senate to Armenia and the Armenian people   Emmanuel Macron France has given its consent for the delivery of defense military equipment And in this area France will continue in the spirit of responsibility   The United States stands with Armenia as a partner and a friendKristina Kvien   EU denies Azerbaijans accusations against monitoring mission in Armenia   Armenia receives new proposals from Azerbaijan on peace treaty in ongoing exchange   The Prime Minister arrives in Paris on a working visit with his wife   Russian servicemen obstructed entry of EU observers to Nerkin Hand Secretary of Council of Armenia   Erdogan urges Aliyev to avoid tensions with Armenia   Secretary Blinken noted ongoing efforts to support Armenias sovereignty independence and territorial integrity   Armenian PM Admits Tensions With Iran,"
Politics,"Azerbaijan desecrating graves in NagornoKarabakh  Armenian Ambassador to Belgium   Nikol Pashinyan and Stefano Tomat referred to the results of the EU observation mission and issues related to its future activities   Armenian and Russian parliamentarians take part in solemn ceremony of opening the bust of legendary intelligence officer Gevorg Vardanyan   Yury Vorobyov Russia has always tried and will continue to support the peaceful settlement of this complex political process   Delegation of House of Commons of Parliament of United Kingdom Visits Armenia   Armenia should make most serious efforts to form an Allied Security Council with the Russian Federation and the Islamic Republic of Iran Gevorg Gevorgyan   The Foreign Ministers of Armenia and Jordan exchanged views on regional issues   Small homeland Big homeland   Ararat Mirzoyan briefed Radosaw Sikorski on the latest developments in the normalization process of ArmeniaAzerbaijan relations   Nikol Pashinyan meets with representatives of the Armenian community in Munich and neighboring regions,"
Politics,"Ararat Mirzoyan and Subrahmanyam Jaishankar discussed issues on the agenda of bilateral partnership   Issues related to cooperation and exchange of experience in the field of green hydrogen energy and the construction of storage plants were discussed   Pashinyan participates in the roundtable discussion entitled Grey Zones on the European Continent   Nathalie Loiseau noted that she will continue her vigorous activities in the future for the benefit of Armenia   Further close cooperation between the Armenian government and the National Endowment for Democracy was emphasized   Will There Be Any Syunik Corridor   Prime Minister of Armenia President of Iraqi Kurdistan meet in Munich   No War No Peace in the South Caucasus   Nikol Pashinyan and the Executive Secretary of the Comprehensive NuclearTestBan Treaty Organization discussed issues related to the cooperation between the Armenian government and the organization   Nikol Pashinyan and Anders Fogh Rasmussen discussed issues related to security and stability in the South Caucasus,"
Politics,"The Prime Minister UN High Commissioner for Refugees discuss the problems of forcibly displaced refugees from NagornoKarabakh and the steps to solve them   Nikol Pashinyan and Helga Schmid emphasized the continuity of steps aimed at ensuring peace and stability   Views were exchanged on the topics of the ArmeniaUS bilateral partnership agenda   Tripartite meeting between Nikol Pashinyan Olaf Scholz and Ilham Aliyev takes place in Munich   Olaf Scholz emphasized readiness to continue efforts directed to peace and dialogue   Antony Blinken Armenia is a very valuable partner for the United States   Ararat Mirzoyan and Ian Borg also exchanged views on the security situation in the South Caucasus   Issues related to cooperation between the Armenian government and the International Organization for Migration were discussed   FranceArmeniaIndia Forging a EuroAsia Strategic Alliance The Geopolitics   Prime Ministers of Armenia and Iraq meet in the sidelines of Munich Security Conference,"
Politics,"Any territorial changes are unacceptable for Iran Ambassador on the Zangezur Corridor   Nikol Pashinyan and Ian Borg exchanged thoughts on the developments taking place in the South Caucasus   Nikol Pashinyan meets with Richard Moore   The joint programs are continuously expanding The EBRD President   ExMinister Put Under House Arrest   Nikol Pashinyan participates in the opening ceremony of the Munich Security Conference   The beginning of the visa liberalization process between Armenia and the EU is important for Armenia In this issue we also rely on the support of BulgariaAlen Simonyan   Ambassador Makunts in meeting with Congressman DiazBalart addressed current challenges for Armenia   In ArmeniaBulgaria bilateral interstate relations the interparliamentary ties are of significant role The Head of the Armenian Parliament   Azerbaijan has no intention of complying with the international law Armenian envoy tells UN Security Council,"
Politics,"We suggest Azerbaijan accelerate the delimitation process based on this agreement Spokesperson of MFA   Armenia establishes defense attach positions in NATO and OSCE missions   Iran supports peace talks between Armenia Azerbaijan Ebrahim Raisi   Between the ArmenianRussian doughnut and whip   Bakus statements about the legislative field of Armenia are a violation of our countrys sovereignty Nikol Pashinyan   We reiterate our support to the sovereignty independence and territorial integrity of the states of the South Caucasus France Germany Poland FMs statement   Armenias legislation a domestic affair of Armenia PMs Spokesperson responds to Aliyev   Armenia and Luxembourg share historical parallels characterized by remarkable resilience and determination   The efforts aimed at further enhancing the ArmeniaNATO partnership were touched upon   CSTO official highlights great potential for conflict on ArmeniaAzerbaijan border,"
Politics,"Vahan Kerobyan steps down as Minister of Economy   Delegation led by Alen Simonyan leaves for Sofia on an official visit   ArmeniaEU relations have never been stronger Joint press statement following the th meeting of the ArmeniaEU Partnership Council   We Must Keep the Memory and Dream Alive To Recover Artsakh and Western Armenia   EU Armenia To Map Out Closer Cooperation   The strategy of the Azerbaijani government is aimed at deepening enmity in the region Nikol Pashinyan   Armenia transferred to Azerbaijan new maps of minefields I asked for possible engagement of the EU for verification of those maps Ararat Mirzoyan   Alen Simonyan to British parliamentarians The path of democracy and the cooperation with the international colleagues are to be our only security system   Seyran Ohanyan The page of NagornoKarabakh is not closed Azerbaijan has deepened the conflict with its criminal behaviour   The Ambassador Kirsti Narinen highly appreciated the existing democratic processes in Armenia,"
Politics,"Parliamentary Delegation of United Kingdom of Great Britain and Northern Ireland Visits Tsitsernakaberd Memorial Complex   Ararat Mirzoyan and Gert Jan Koopman touched upon the issues of the security situation in the South Caucasus   Azerbaijan is looking for pretexts for escalation on the border   Putins visit to Armenia to be decided on in dialogue  Kremlin   Ararat Mirzoyan thanked Nathalie Loiseau for her significant contribution to promoting issues of key importance for the Republic of Armenia and awarded her with the Medal of Gratitude of Armenia   It is obvious that Azerbaijan does not give up its traditional criminal aggressive behavior Ambassadoratlarge   US supports continued dialogue between Armenia and Azerbaijan Matthew Miller   The minefield maps were handed over to the Azerbaijani side on January    Armenia is delaying negotiations on creation of transport route from Azerbaijan to Nakhijevan Ambassador of Russia to Azerbaijan   Ambassador of Latvia to Armenia hosted in Parliament,"
Politics,"A Crisis of Confidence   We have not said that we deny and reject cooperation with Russia in general and in the security sector in particular Pashinyans interview with The Telegraph   Desperation for Peace Is the Best Guarantor of War   For us Iran has been and will continue to be a unique partner with whom we can achieve the establishment and strengthening of stable peace in the region through joint efforts Nikol Pashinyan   Will Turkey Present Additional Preconditions to Armenia   As Peace Negotiations Advance Armenia And Azerbaijan Are Going It Alone   Views were exchanged on the continuing efforts of the OPCW and member states towards disarmament and nonproliferation in a changing world   Minister Mirzoyan noted that the Republic of Armenia has already initiated the necessary steps   Russia Insists On Mediating ArmeniaAzerbaijan Talks   Pashinyan Again Defends Plans For New Constitution,"
Politics,"It has resulted in widespread forced displacement of the entire ethnic Armenian population and indeed a most brazen and blatant violation of international law  including the very Charter of this Organization Mher Margaryan   Christos Sofianopoulos to Alen Simonyan We are ready to support Armenia in any way in establishing peace   Fake Names on List of Donors to Pashinyans Candidate for Yerevan Mayor   Clear message to public It is necessary to prevent and ban films and audiovisual programmes containing propaganda of criminal subculture   In the European Union the perception towards Armenia has changed but still temporarily   No Decision Yet On Armenian Independence Declaration   We support the strengthening of ArmeniaMehdi Sobhani   There will not be the peoples interest which is separable from the interest of Armenia There may not be also interest of Armenia which is separable from the Armenian peoples interest What is the problemRuben Rubinyan   On the role of mediators in settlement the NagornoKarabakh conflict   The Deputy Head of Office in Yerevan of the Council of Europe highly appreciated the steps taken and the efforts made towards the signing and ratification of the Oviedo Convention,"
Politics,"Pashinyan and Kvien exchanged thoughts on the possibilities of unblocking regional infrastructures the Crossroads of Peace project of the Armenian government   The improvement of the mechanisms aimed at increasing the efficiency of fight against corruption was emphasized    items on draft agenda of NA regular sittings to be convened on February    Destruction of identity without a vision for the future   Defining Nation and State   Armenian Official Rejects Aliyevs New Precondition For Peace   It was recorded that the anticorruption policy is one of the main priorities of the ruling Faction and the Government   We yes have strong companies engaged in artificial intelligence however the state has no sufficient data base on the basis of which they can study those algorithms Hakob Arshakyan   Pashinyan Again Criticizes Armenias Independence Declaration   I am confident that the creation of a common energy market will provide a number of key advantages for all EAEU member countries without exceptionNikol Pashinyan,"
Politics,"Although Armenia like many other countries in the region faces security threats it has sufficient potential to overcome these challengesNikol Pashinyan   The sides discussed issues regarding the development of ArmeniaEU relations the deepening of cooperation in different spheres   Armenia Getting Closer To NATO   Ambassador of Armenia in China Vahe Gevorgyan presented his credentials to President Xi Jinping   Markta Pekarov Czech Republic attaches great importance to multisectoral cooperation with Armenia   Alen Simonyan to Markta Pekarova Adamova We should establish peaceful relations based on mutual recognition of sovereignty and territorial integrity   Delegation led by Speaker of the Chamber of Deputies of the Czech Parliament visits Tsitsernakaberd Memorial Complex   GardmanShirvanNakhichevan PanArmenian Union addresses Nakhichevan processes   Fitch Sees Armenias Continued Dependence On Russia   Minister Mirzoyan thoroughly briefed the IPU Secretary General on Armenias vision of ensuring stability in the region,"
Politics,"Nikol Pashinyan and Martin Chungong discussed issues related to security and stability in the South Caucasus   The Foreign Ministers of Armenia and Poland touched upon the security situation in the South Caucasus   Hakob Arshakyan presented to Martin Chungong the regional developments and existing challenges   Arthur Khachatryan Raises Artsakhs Return Armenias Security Azerbaijani Accountability in Capitol Hill Policy Discussions   Alen Simonyan to Secretary General of InterParliamentary Union We have done and we are doing everything with our international colleagues for establishing peace in the region   Nikol Pashinyan and Kamal Kharrazi exchanged ideas on issues related to security and stability in the South Caucasus   Democracy and constitutionality are laid in the basis of the centuriesold friendship of the peoples of two countries Alen Simonyan at reception of th anniversary of National Day of the Republic of India   Who brought Nikol to power   Reforming the army having a strong and combatready army is the sovereign right of every country and we will continue to follow this path Pashinyan   Alen Simonyan The Armenian Army is the pillar of our past present and future the trust and warrant of the independent sovereign of Armenia,"
Politics,"Armenian FM Again Invited To Moscow For Talks On Azerbaijan   Garibashvili We heard Mr Pashinyans confirmed interest in regional projects like the Black Sea cable project we are also working on other projects   Nikol Pashinyan and Irakli Garibashvili sign declaration of establishment of strategic partnership between the Republic of Armenia and Georgia   The strategic partnership between Armenia and Georgia will open up new opportunities for further deepening of cooperation Nikol Pashinyan   Arusyak Julhakyan Ensuring media freedom is the commitment of the Council of Europe member states to democracy human rights   Nikol Pashinyan and Irakli Garibashvili emphasized the strategic nature of the cooperation between Armenia and Georgia   Edmon Marukyan Shame on you Goncharenko when I come to Strasbourg make sure to stay out of my sight   As representatives of the legislative power we face numerous challenges when addressing initiatives related to freedom of speech   Vladimir Vardanyan We should combat culture of impunity which is one of main challenges   Yerevan Confirms Azeri Discontent With Armenian Constitution,"
Politics,"Luxembourg is a friendly country for Armenia Arman Yeghoyan   Sona Ghazaryan asks a question to President of Cyprus at PACE session   Members of RA NA Civil Contract Faction meet with Ararat Mirzoyan   Pashinian Accused Of Accepting Azeri Demands For New Armenian Constitution   Alen Simonyan to newly appointed Ambassador of Norway Armenia have always felt the support of friendly Norway   Yerevan Again Laments Regression In Bakus Stance   Will the EU consider Armenia to be a primary partner How will the European Parliament elections affect EURA relations   Azerbaijan Russia sign bilateral cooperation roadmap up to    Negotiate for selfinterest and prepare for the worst   Ambassador Balayans Meetings with the Authorities of Luxembourg,"
Politics,"In the interest of transparency I am placing my response in the public domainArmen Sarkissian   Sargis Khandanyan Soviet authorities did not make sufficient effort to investigate and punish the pogrommakers of the Armenians pogroms in Baku   Pashinyan Wants New Constitution   All the infrastructure should be unlocked according to and under the sovereignty and national jurisdictions of the countriesArarat Mirzoyan   We attach importance not so much to the issue of who facilitates the negotiations but to the principles according to which the negotiations should continueMinister Mirzoyan   Ararat Mirzoyan and Andrej Plenkovi exchanged views on the possibilities of further enriching the cooperation agenda between the two countries   The Deputy Minister emphasized the imperative of the withdrawal of the Azerbaijani armed forces from the sovereign territory of Armenia   Issues regarding the ArmenianAustrian cooperation and the situation in the region were discussed   I emphasized that the civilized society should make every effort to preserve Armenian Artsakh until the return of Artsakh Armenians to their historical homelandTaguhi Tovmasyan   Hard times are for Armenia It is important for us to see the general picture in your country understand what support Armenia expects from Austria Ewa ErnstDziedzic,"
Politics,"Armenian PM Still Hopeful About Peace With Azerbaijan   Sargis Khandanyan Relations between Parliaments of Armenia and Austria activated in recent years   Ewa ErnstDziedzic he situation in Armenia remains difficult from the viewpoint of humanitarian issues Austria will have more to do in the future   Ambassador Balayan presented Armenias vision for new avenues of deepening partnership with the European Union   Delegation of National Council of Austria Visits Tsitsernakaberd Memorial Complex   We should open new horizons in the relations existing between the two countries Ali Rashid AlNuaimi   UAE is one of Armenias important partners in region Armen Khachatryan   Ambassador Maragos emphasised the shared values and interests between the EU and Armenia   Sargis Khandanyan Relations between Armenia and United Arab Emirates are dynamically developing   Armenia is trying to leave Russia and diversify its foreign policy How did Russia react,"
Politics,"French Senate Calls For Sanctions Against Azerbaijan Over Attacks On Armenia Karabakh   Hundreds were murdered mutilated  disappeared half a million became refugeesMFA   Richard Nephew The US administration will continue to support the Armenian government   Crossroads of Peace Armenias call for global cooperation in an evolving world   Armenia to defend itself until the end if attacked says Speaker of Parliament   Latest statements made by Azerbaijan are direct blow to peace process Nikol Pashinyan   Today Armenia is at the sensitive turns of history Mehdi Sobhani    items on draft agenda of NA Regular Sittings to be convened on January    You cannot evade reality   Breach Of Armenias Territorial Integrity Unacceptable To Iran,"
Politics,"Yerevan Keeps Linking Peace Deal With Border Delimitation   Despite all the challenges and difficulties despite the slowdowns and nonconstructive approaches Armenia is determined and resolute to build peace in the South Caucasus Mirzoyan   Political and public figures defending Armenian identity and national interests are targeted by the Armenian authoritiesRPA   The Greek government is ready to support Armenia in all possible directions both in the relations with the EU and within the scope of the dialogue on the integration of Armenia into the European familyGerapetritis   Armenian Opposition Leaders Arrest Extended   There was a reference to the peace process between Armenia and Azerbaijan   The highest goal of Armenias foreign policy is to ensure and guarantee Armenias sovereignty independence territorial integrityNikol Pashinyan   Armenia Azerbaijan agree for new meeting of border commissions  Armen Grigoryan   ArmeniaAzerbaijan Talks Still In Limbo   Ararat Mirzoyan and Louis Bono discussed regional security issues,"
Politics,"Security Council Secretary US Senior Advisor for Caucasus Negotiations discuss Armenia Azerbaijan normalization   Rome Statute to help Armenia involve international prosecutors to probe war crimes   MFA Armenias candidacy was successful in all elections of intl organizations in    Armenian Officials Sacked Over Substandard Construction Work   We no longer need officials who raise issues we need officials who solve issuesNikol Pashinyan   We know how to fight and because of that we are obliged to bring peace to ArmeniaAlen Simonyan   There are no perpetual winners nor perpetual losers We need enduring peace An interview with Tigran Mkrtchyan   I consider it a priority to find formulas for the normalization and deepening of relations with our neighbors in our region and I will continue to resolutely follow that path for the sake of the stateNikol Pashinyan   I believe in the unwavering potential of our state The New Year message of President Vahagn Khachaturyan   We will stop to bury our national spirit and dignity in negativity and fearSerzh Sargsyan,"
Politics,"Issues on the joint activity of the National Assembly and the Government and the current developments were discussed   ExPresident Sargsyan Rejects Pashinyans Lies On Karabakh   Kocharyans Corruption Trial Ends Without Verdict   Alen Simonyan visited the RA N military unit of the Ministry of Defense on the occasion of the New Year and Christmas holidays   Ruben Vardanyans arrest is a message to the entire Armenian world and the Armenian people It is a wakeup call for the Armenian dignityCountry to Live party   Our assessment is that both countries are on the right trackHossein AmirAbdollahian   NATO Official Hails Armenias Foreign Policy Shift   Azerbaijan Armenia ready to finalize peace treaty Kremlin   Iranian Foreign Minister to visit Armenia   Issues related to cooperation in the CIS zone were discussed at the meeting Photo series,"
Politics,"Pashinyan Putin talk on sidelines of CIS summit   EAEU is an economic union that should not have a political and even more so a geopolitical agendaNikol Pashinyan   Nikol Pashinyan leaves for Russia on a working visit   Russia Armenia set up operational communications channels on media issues Russian envoy   What May Happen in  in Armenia  Azerbaijan Negotiations   New agreements in the sphere of defense cooperation are being discussed between our countries Russian envoy   Issue of Armenias withdrawal from CSTO not on agenda now  Russian ambassador   Yerevan Open To Delinking Peace Deal With Baku From Border Delimitation   Nikol Pashinyan sends congratulatory message to the Emir of the State of Kuwait   Armenian Authorities Suspend Russian Radio Broadcast,"
Politics,"The Union of Journalists of Armenia strongly condemns all attempts to target the free press   Alen Simonyan to Speaker of Parliament of Georgia The high level of ArmenianGeorgian relations is one of the important factors of ensuring security in South Caucasus   The quality of work of the NSS is gradually improving and the government will encourage this process in every possible way Nikol Pashinyan   Pashinyan Hits Back At Putin   Nikol Pashinyan and Ebrahim Raisi discussed issues related to the topical issues of ArmenianIranian relations   We see the strategic planning and guarantee of the future of the Republic of Armenia in education and science The Prime Minister participated in the session dedicated to the th anniversary of the National Academy of Sciences and presented awards   Armenia Could have Gotten a Better Deal In the Prisoner Exchange with Azerbaijan   Ararat Mirzoyan and the President of the International Crisis Group exchanged views on the situation resulting from the ethnic cleansing of NagornoKarabakh by Azerbaijan   The Armenian parliamentarians were interested in the regulations of Singapore in the sphere of social security   Tigran Balayan Armenia is determined to make every possible effort in order to upgrade the partnership with the European Union,"
Politics,"The role of diplomacy as a security component is increasing and we should pay more attention to this practical function Nikol Pashinyan   Topics of cooperation between Armenia and the UN institutions including the UN Economic Commission for Europe   Nikol Pashinyan and Tatiana Molcean exchanged ideas on the development of promising directions of sectoral cooperation between Armenia and the UN   Nikol Pashinyan and Alexey Overchuk discussed current issues of ArmenianRussian relations   A wide range of issues related to the ArmenianCzech bilateral agenda was discussed   I look forward to holding hands as brothers and sisters in mutually developing our countries Foreign Minister of Botswana Lemogang Kwape   Armenia is interested in further deepening of cooperation with OIF and member countries and governments   This is a historic day for the European family Mirzoyan congratulated Georgia Ukraine and Moldova   According to the last census of the Soviet Union around  Armenians were living in Soviet Azerbaijan Today due to the violence use of force hatred and xenophobia of the Azerbaijani Government there are almost none Vahan Kostanyan   Armenia is ready to reconstruct and operate the railways GyumriKars HrazdanKapan NrnadzorAgarak YeraskhNakhichevans border Ararat Mirzoyan,"
